user_id,gender,region,role,interest,played_type
U0565,女,上海,资深极客,竞技对抗,动漫
U0566,保密,西安,资深极客,萌系治愈,2.5D游戏
U0567,保密,广东,自由职业者,国风文化,肉鸽
U0568,女,西安,大学生,国风文化,2.5D游戏
U0569,保密,武汉,职场新人,赛博朋克,模拟建造
U0570,女,上海,大学生,二次元,动漫
U0571,女,广东,大学生,萌系治愈,动漫
U0572,女,北京,大学生,二次元,动漫
U0573,女,上海,职场新人,萌系治愈,动漫
U0574,男,武汉,自由职业者,国风文化,类魂
U0575,保密,武汉,中学生,历史考据,肉鸽
U0576,女,广东,大学生,萌系治愈,动漫
U0577,男,广东,大学生,硬核技术,肉鸽
U0578,保密,北京,资深极客,赛博朋克,肉鸽
U0579,保密,武汉,自由职业者,赛博朋克,类魂
U0580,男,西安,职场新人,赛博朋克,肉鸽
U0581,女,上海,职场新人,二次元,动漫
U0582,女,北京,中学生,硬核技术,RPG
U0583,保密,上海,自由职业者,硬核技术,模拟建造
U0584,女,西安,资深极客,历史考据,RPG
U0585,女,杭州,中学生,赛博朋克,模拟建造
U0586,女,成都,大学生,历史考据,模拟建造
U0587,女,北京,大学生,历史考据,肉鸽
U0588,女,西安,中学生,二次元,类魂
U0589,女,北京,大学生,二次元,动漫
U0590,女,武汉,中学生,国风文化,FPS
U0591,保密,广东,全职家长,赛博朋克,动漫
U0592,保密,广东,资深极客,赛博朋克,肉鸽
U0593,男,北京,大学生,萌系治愈,动漫
U0594,女,上海,自由职业者,硬核技术,类魂
U0595,男,武汉,全职家长,硬核技术,FPS
U0596,女,上海,职场新人,萌系治愈,动漫
U0597,女,西安,大学生,竞技对抗,模拟建造
U0598,女,广东,大学生,萌系治愈,动漫
U0599,女,北京,大学生,竞技对抗,2.5D游戏
U0600,女,广东,大学生,萌系治愈,动漫
U0601,男,广东,自由职业者,国风文化,2.5D游戏
U0602,男,杭州,自由职业者,竞技对抗,模拟建造
U0603,男,广东,中学生,竞技对抗,RPG
U0604,男,成都,中学生,历史考据,类魂
U0605,保密,上海,全职家长,硬核技术,肉鸽
U0606,男,西安,中学生,硬核技术,2.5D游戏
U0607,保密,上海,职场新人,国风文化,FPS
U0608,女,广东,职场新人,二次元,动漫
U0609,男,上海,职场新人,萌系治愈,动漫
U0610,女,上海,大学生,二次元,动漫
U0611,女,西安,资深极客,硬核技术,动漫
U0612,女,武汉,全职家长,萌系治愈,RPG
U0613,女,西安,自由职业者,赛博朋克,2.5D游戏
U0614,保密,北京,全职家长,赛博朋克,模拟建造
U0615,保密,上海,大学生,国风文化,动漫
U0616,男,广东,资深极客,硬核技术,模拟建造
U0617,保密,北京,职场新人,竞技对抗,FPS
U0618,女,广东,大学生,历史考据,肉鸽
U0619,男,上海,全职家长,历史考据,RPG
U0620,女,广东,大学生,二次元,动漫
U0621,女,杭州,职场新人,历史考据,动漫
U0622,女,上海,大学生,萌系治愈,动漫
U0623,女,广东,职场新人,萌系治愈,动漫
U0624,女,北京,职场新人,赛博朋克,模拟建造
U0625,男,广东,中学生,硬核技术,肉鸽
U0626,男,北京,资深极客,历史考据,2.5D游戏
U0627,女,武汉,全职家长,硬核技术,FPS
U0628,男,北京,资深极客,萌系治愈,类魂
U0629,保密,成都,大学生,历史考据,动漫
U0630,女,上海,大学生,二次元,动漫
U0631,保密,武汉,全职家长,历史考据,FPS
U0632,保密,上海,自由职业者,硬核技术,RPG
U0633,保密,西安,大学生,竞技对抗,FPS
U0634,女,广东,职场新人,萌系治愈,动漫
U0635,男,上海,职场新人,二次元,动漫
U0636,女,杭州,自由职业者,硬核技术,2.5D游戏
U0637,女,北京,中学生,历史考据,模拟建造
U0638,女,北京,职场新人,萌系治愈,动漫
U0639,男,北京,职场新人,萌系治愈,动漫
U0640,男,武汉,大学生,历史考据,RPG
U0641,保密,成都,中学生,萌系治愈,肉鸽
U0642,保密,武汉,资深极客,硬核技术,动漫
U0643,男,成都,资深极客,二次元,类魂
U0644,女,上海,大学生,萌系治愈,动漫
U0645,女,杭州,大学生,国风文化,RPG
U0646,男,北京,资深极客,萌系治愈,2.5D游戏
U0647,女,上海,全职家长,赛博朋克,FPS
U0648,男,杭州,中学生,竞技对抗,RPG
U0649,保密,广东,大学生,竞技对抗,2.5D游戏
U0650,保密,北京,全职家长,竞技对抗,2.5D游戏
U0651,男,成都,大学生,二次元,动漫
U0652,女,上海,大学生,二次元,动漫
U0653,男,成都,全职家长,二次元,类魂
U0654,男,上海,资深极客,赛博朋克,动漫
U0655,男,西安,职场新人,萌系治愈,FPS
U0656,保密,杭州,资深极客,硬核技术,2.5D游戏
U0657,男,武汉,资深极客,赛博朋克,2.5D游戏
U0658,男,武汉,中学生,历史考据,2.5D游戏
U0659,保密,北京,大学生,萌系治愈,肉鸽
U0660,女,上海,大学生,萌系治愈,动漫
U0661,保密,杭州,全职家长,竞技对抗,模拟建造
U0662,男,上海,大学生,历史考据,RPG
U0663,保密,杭州,自由职业者,赛博朋克,肉鸽
U0664,女,广东,大学生,萌系治愈,动漫
U0665,男,上海,职场新人,萌系治愈,动漫
U0666,男,上海,大学生,二次元,动漫
U0667,女,武汉,资深极客,赛博朋克,模拟建造
U0668,女,上海,大学生,萌系治愈,动漫
U0669,女,上海,职场新人,萌系治愈,动漫
U0670,女,上海,职场新人,萌系治愈,模拟建造
U0671,女,北京,资深极客,历史考据,模拟建造
U0672,保密,西安,大学生,萌系治愈,RPG
U0673,保密,广东,中学生,竞技对抗,肉鸽
U0674,男,西安,自由职业者,赛博朋克,动漫
U0675,女,杭州,全职家长,硬核技术,肉鸽
U0676,男,上海,大学生,二次元,动漫
U0677,保密,西安,中学生,历史考据,RPG
U0678,女,广东,自由职业者,硬核技术,RPG
U0679,女,广东,中学生,历史考据,RPG
U0680,女,上海,大学生,萌系治愈,动漫
U0681,保密,成都,职场新人,国风文化,2.5D游戏
U0682,女,广东,资深极客,竞技对抗,模拟建造
U0683,保密,成都,全职家长,硬核技术,RPG
U0684,保密,上海,大学生,国风文化,类魂
U0685,女,广东,自由职业者,硬核技术,RPG
U0686,男,上海,职场新人,历史考据,动漫
U0687,男,北京,全职家长,国风文化,类魂
U0688,保密,北京,资深极客,竞技对抗,2.5D游戏
U0689,女,北京,职场新人,萌系治愈,动漫
U0690,女,西安,职场新人,历史考据,肉鸽
U0691,保密,广东,资深极客,国风文化,动漫
U0692,男,西安,职场新人,赛博朋克,2.5D游戏
U0693,保密,成都,资深极客,二次元,肉鸽
U0694,男,成都,中学生,萌系治愈,动漫
U0695,女,杭州,职场新人,竞技对抗,RPG
U0696,男,西安,自由职业者,赛博朋克,模拟建造
U0697,男,上海,职场新人,萌系治愈,动漫
U0698,女,广东,职场新人,萌系治愈,动漫
U0699,男,广东,大学生,竞技对抗,模拟建造
U0700,保密,武汉,自由职业者,竞技对抗,模拟建造
U0701,女,武汉,中学生,竞技对抗,模拟建造
U0702,女,广东,大学生,二次元,动漫
U0703,男,广东,全职家长,二次元,模拟建造
U0704,保密,武汉,资深极客,国风文化,动漫
U0705,保密,广东,大学生,赛博朋克,FPS
U0706,男,武汉,资深极客,竞技对抗,模拟建造
U0707,男,北京,职场新人,二次元,动漫
U0708,女,北京,职场新人,二次元,动漫
U0709,女,上海,自由职业者,竞技对抗,RPG
U0710,男,杭州,大学生,硬核技术,FPS
U0711,女,西安,资深极客,赛博朋克,动漫
U0712,女,上海,职场新人,二次元,类魂
U0713,男,武汉,资深极客,二次元,动漫
U0714,男,上海,职场新人,二次元,动漫
U0715,保密,北京,资深极客,竞技对抗,类魂
U0716,女,成都,资深极客,硬核技术,模拟建造
U0717,男,广东,职场新人,历史考据,2.5D游戏
U0718,男,成都,资深极客,国风文化,动漫
U0719,男,上海,大学生,二次元,动漫
U0720,男,北京,中学生,国风文化,FPS
U0721,保密,杭州,全职家长,硬核技术,RPG
U0722,男,上海,大学生,萌系治愈,动漫
U0723,保密,武汉,大学生,赛博朋克,模拟建造
U0724,女,西安,资深极客,历史考据,动漫
U0725,男,上海,职场新人,二次元,类魂
U0726,女,杭州,大学生,赛博朋克,FPS
U0727,男,西安,中学生,二次元,模拟建造
U0728,男,广东,大学生,二次元,2.5D游戏
U0729,女,广东,自由职业者,硬核技术,类魂
U0730,保密,杭州,自由职业者,赛博朋克,RPG
U0731,女,成都,资深极客,竞技对抗,类魂
U0732,男,广东,大学生,萌系治愈,动漫
U0733,男,广东,自由职业者,赛博朋克,动漫
U0734,女,广东,自由职业者,历史考据,类魂
U0735,保密,西安,全职家长,历史考据,FPS
U0736,女,杭州,中学生,竞技对抗,2.5D游戏
U0737,保密,西安,大学生,萌系治愈,RPG
U0738,保密,西安,职场新人,二次元,2.5D游戏
U0739,男,武汉,大学生,赛博朋克,RPG
U0740,男,北京,大学生,萌系治愈,动漫
U0741,男,杭州,中学生,萌系治愈,FPS
U0742,女,北京,大学生,二次元,动漫
U0743,男,广东,中学生,萌系治愈,模拟建造
U0744,男,上海,中学生,赛博朋克,RPG
U0745,男,西安,自由职业者,硬核技术,动漫
U0746,女,上海,职场新人,萌系治愈,动漫
U0747,女,上海,大学生,二次元,动漫
U0748,男,广东,职场新人,二次元,动漫
U0749,女,上海,职场新人,萌系治愈,动漫
U0750,女,广东,中学生,萌系治愈,模拟建造
U0751,女,广东,职场新人,历史考据,动漫
U0752,女,武汉,全职家长,历史考据,动漫
U0753,女,上海,大学生,二次元,动漫
U0754,女,上海,中学生,国风文化,模拟建造
U0755,男,上海,大学生,萌系治愈,动漫
U0756,女,广东,大学生,二次元,动漫
U0757,男,西安,资深极客,二次元,2.5D游戏
U0758,女,广东,职场新人,萌系治愈,动漫
U0759,女,西安,自由职业者,赛博朋克,RPG
U0760,女,武汉,自由职业者,二次元,类魂
U0761,女,上海,职场新人,硬核技术,2.5D游戏
U0762,女,西安,中学生,硬核技术,2.5D游戏
U0763,男,广东,大学生,萌系治愈,动漫
U0764,女,杭州,资深极客,萌系治愈,FPS
U0765,女,广东,职场新人,二次元,动漫
U0766,女,西安,全职家长,竞技对抗,RPG
U0767,男,广东,大学生,二次元,动漫
U0768,保密,北京,资深极客,国风文化,FPS
U0769,男,武汉,职场新人,历史考据,RPG
U0770,女,武汉,职场新人,国风文化,模拟建造
U0771,女,成都,职场新人,国风文化,类魂
U0772,女,上海,大学生,萌系治愈,动漫
U0773,男,广东,大学生,萌系治愈,动漫
U0774,男,广东,自由职业者,萌系治愈,肉鸽
U0775,男,广东,大学生,萌系治愈,动漫
U0776,女,北京,中学生,竞技对抗,动漫
U0777,保密,上海,中学生,赛博朋克,动漫
U0778,男,杭州,中学生,历史考据,动漫
U0779,男,广东,大学生,萌系治愈,动漫
U0780,男,上海,职场新人,萌系治愈,动漫
U0781,保密,杭州,中学生,二次元,动漫
U0782,女,上海,大学生,萌系治愈,动漫
U0783,男,广东,职场新人,二次元,动漫
U0784,女,北京,资深极客,竞技对抗,类魂
U0785,女,上海,大学生,萌系治愈,动漫
U0786,男,北京,资深极客,硬核技术,2.5D游戏
U0787,女,广东,中学生,二次元,肉鸽
U0788,男,杭州,中学生,硬核技术,模拟建造
U0789,保密,北京,职场新人,竞技对抗,动漫
U0790,女,广东,职场新人,二次元,动漫
U0791,男,上海,职场新人,萌系治愈,动漫
U0792,女,杭州,全职家长,二次元,FPS
U0793,女,广东,自由职业者,二次元,FPS
U0794,男,广东,大学生,硬核技术,模拟建造
U0795,男,上海,大学生,二次元,动漫
U0796,女,广东,资深极客,赛博朋克,动漫
U0797,保密,西安,中学生,国风文化,2.5D游戏
U0798,男,西安,自由职业者,国风文化,动漫
U0799,男,北京,职场新人,二次元,动漫
U0800,男,北京,大学生,竞技对抗,肉鸽
U0801,女,广东,资深极客,硬核技术,肉鸽
U0802,女,上海,大学生,历史考据,FPS
U0803,保密,北京,全职家长,硬核技术,类魂
U0804,男,北京,职场新人,萌系治愈,2.5D游戏
U0805,女,广东,资深极客,国风文化,类魂
U0806,保密,广东,大学生,萌系治愈,2.5D游戏
U0807,保密,武汉,大学生,硬核技术,模拟建造
U0808,女,武汉,全职家长,历史考据,动漫
U0809,女,广东,大学生,萌系治愈,动漫
U0810,保密,上海,职场新人,历史考据,2.5D游戏
U0811,女,成都,职场新人,赛博朋克,RPG
U0812,男,上海,大学生,二次元,动漫
U0813,女,西安,中学生,赛博朋克,FPS
U0814,男,北京,资深极客,二次元,类魂
U0815,女,上海,大学生,萌系治愈,动漫
U0816,保密,广东,职场新人,历史考据,RPG
U0817,女,上海,全职家长,国风文化,FPS
U0818,女,武汉,自由职业者,竞技对抗,肉鸽
U0819,女,北京,大学生,萌系治愈,动漫
U0820,女,成都,资深极客,历史考据,RPG
U0821,女,北京,大学生,二次元,动漫
U0822,男,广东,大学生,二次元,动漫
U0823,男,成都,资深极客,二次元,模拟建造
U0824,女,广东,职场新人,萌系治愈,动漫
U0825,保密,广东,全职家长,萌系治愈,RPG
U0826,女,上海,职场新人,二次元,动漫
U0827,男,北京,自由职业者,竞技对抗,模拟建造
U0828,男,北京,大学生,二次元,类魂
U0829,女,广东,职场新人,二次元,动漫
U0830,保密,成都,职场新人,二次元,类魂
U0831,男,上海,中学生,历史考据,肉鸽
U0832,女,上海,职场新人,萌系治愈,动漫
U0833,保密,西安,资深极客,二次元,2.5D游戏
U0834,保密,西安,职场新人,历史考据,RPG
U0835,男,武汉,大学生,历史考据,2.5D游戏
U0836,女,武汉,资深极客,二次元,类魂
U0837,女,杭州,自由职业者,萌系治愈,2.5D游戏
U0838,保密,杭州,职场新人,萌系治愈,RPG
U0839,男,广东,职场新人,二次元,动漫
U0840,女,西安,自由职业者,国风文化,类魂
U0841,男,北京,职场新人,硬核技术,RPG
U0842,女,成都,大学生,国风文化,2.5D游戏
U0843,女,上海,职场新人,二次元,动漫
U0844,保密,广东,职场新人,萌系治愈,2.5D游戏
U0845,女,北京,大学生,二次元,动漫
U0846,男,广东,大学生,二次元,动漫
U0847,保密,上海,全职家长,硬核技术,动漫
U0848,女,杭州,大学生,国风文化,FPS
U0849,保密,上海,资深极客,国风文化,模拟建造
U0850,保密,成都,大学生,萌系治愈,肉鸽
U0851,女,武汉,大学生,竞技对抗,2.5D游戏
U0852,女,成都,中学生,国风文化,肉鸽
U0853,保密,上海,职场新人,萌系治愈,FPS
U0854,女,成都,资深极客,二次元,动漫
U0855,保密,北京,全职家长,硬核技术,肉鸽
U0856,女,广东,大学生,萌系治愈,动漫
U0857,男,成都,大学生,硬核技术,类魂
U0858,女,上海,大学生,萌系治愈,动漫
U0859,女,广东,职场新人,萌系治愈,动漫
U0860,女,上海,中学生,历史考据,肉鸽
U0861,女,成都,中学生,赛博朋克,RPG
U0862,女,广东,职场新人,硬核技术,RPG
U0863,保密,广东,中学生,硬核技术,肉鸽
U0864,女,武汉,大学生,硬核技术,RPG
U0865,女,北京,大学生,二次元,动漫
U0866,保密,武汉,大学生,二次元,FPS
U0867,男,上海,大学生,萌系治愈,动漫
U0868,男,广东,自由职业者,硬核技术,肉鸽
U0869,女,成都,全职家长,硬核技术,动漫
U0870,男,广东,职场新人,历史考据,类魂
U0871,男,杭州,自由职业者,萌系治愈,肉鸽
U0872,女,广东,大学生,萌系治愈,2.5D游戏
U0873,女,武汉,自由职业者,赛博朋克,2.5D游戏
U0874,女,上海,大学生,萌系治愈,FPS
U0875,女,北京,大学生,二次元,动漫
U0876,保密,上海,中学生,国风文化,RPG
U0877,保密,成都,自由职业者,赛博朋克,2.5D游戏
U0878,男,上海,大学生,二次元,动漫
U0879,男,上海,全职家长,赛博朋克,FPS
U0880,保密,上海,资深极客,萌系治愈,模拟建造
U0881,男,广东,职场新人,竞技对抗,模拟建造
U0882,女,武汉,全职家长,二次元,动漫
U0883,男,上海,职场新人,二次元,动漫
U0884,男,成都,中学生,历史考据,FPS
U0885,女,上海,资深极客,赛博朋克,FPS
U0886,女,杭州,自由职业者,历史考据,肉鸽
U0887,女,上海,职场新人,萌系治愈,动漫
U0888,女,广东,职场新人,国风文化,FPS
U0889,男,广东,大学生,萌系治愈,动漫
U0890,女,西安,自由职业者,竞技对抗,模拟建造
U0891,保密,成都,职场新人,二次元,FPS
U0892,保密,成都,全职家长,硬核技术,FPS
U0893,男,北京,大学生,二次元,动漫
U0894,男,杭州,全职家长,二次元,模拟建造
U0895,男,北京,中学生,萌系治愈,类魂
U0896,女,上海,职场新人,萌系治愈,动漫
U0897,女,上海,职场新人,萌系治愈,类魂
U0898,保密,成都,全职家长,硬核技术,肉鸽
U0899,女,上海,职场新人,二次元,动漫
U0900,男,西安,资深极客,竞技对抗,肉鸽
U0901,男,广东,大学生,二次元,动漫
U0902,保密,西安,自由职业者,萌系治愈,模拟建造
U0903,保密,广东,职场新人,历史考据,类魂
U0904,男,上海,职场新人,赛博朋克,2.5D游戏
U0905,男,杭州,全职家长,赛博朋克,肉鸽
U0906,保密,广东,全职家长,萌系治愈,2.5D游戏
U0907,男,上海,职场新人,二次元,动漫
U0908,女,北京,大学生,萌系治愈,动漫
U0909,女,广东,大学生,二次元,动漫
U0910,男,广东,职场新人,二次元,动漫
U0911,女,北京,大学生,国风文化,肉鸽
U0912,男,上海,大学生,二次元,动漫
U0913,保密,成都,全职家长,萌系治愈,2.5D游戏
U0914,女,上海,职场新人,国风文化,2.5D游戏
U0915,保密,成都,自由职业者,竞技对抗,模拟建造
U0916,男,北京,全职家长,硬核技术,2.5D游戏
U0917,女,北京,大学生,萌系治愈,动漫
U0918,男,广东,大学生,萌系治愈,动漫
U0919,男,成都,自由职业者,赛博朋克,2.5D游戏
U0920,男,成都,全职家长,硬核技术,2.5D游戏
U0921,男,广东,大学生,二次元,动漫
U0922,保密,成都,大学生,二次元,类魂
U0923,女,广东,职场新人,萌系治愈,动漫
U0924,女,上海,大学生,二次元,动漫
U0925,女,上海,大学生,萌系治愈,动漫
U0926,保密,成都,中学生,国风文化,模拟建造
U0927,男,成都,资深极客,历史考据,模拟建造
U0928,女,西安,资深极客,二次元,动漫
U0929,女,北京,大学生,国风文化,RPG
U0930,保密,上海,中学生,竞技对抗,肉鸽
U0931,女,上海,大学生,萌系治愈,动漫
U0932,女,广东,职场新人,赛博朋克,模拟建造
U0933,保密,上海,全职家长,历史考据,RPG
U0934,保密,成都,资深极客,二次元,FPS
U0935,保密,广东,自由职业者,硬核技术,FPS
U0936,保密,成都,全职家长,二次元,FPS
U0937,女,武汉,自由职业者,赛博朋克,模拟建造
U0938,男,西安,中学生,历史考据,模拟建造
U0939,男,广东,资深极客,国风文化,类魂
U0940,男,广东,职场新人,萌系治愈,类魂
U0941,保密,杭州,资深极客,竞技对抗,FPS
U0942,女,杭州,全职家长,历史考据,RPG
U0943,男,武汉,资深极客,萌系治愈,肉鸽
U0944,保密,上海,资深极客,竞技对抗,RPG
U0945,保密,北京,大学生,国风文化,2.5D游戏
U0946,保密,广东,资深极客,国风文化,FPS
U0947,保密,北京,大学生,硬核技术,RPG
U0948,保密,成都,全职家长,硬核技术,RPG
U0949,男,北京,资深极客,二次元,RPG
U0950,男,西安,资深极客,二次元,类魂
U0951,女,北京,资深极客,历史考据,动漫
U0952,女,上海,自由职业者,竞技对抗,RPG
U0953,女,上海,大学生,萌系治愈,动漫
U0954,女,上海,大学生,二次元,动漫
U0955,女,成都,自由职业者,竞技对抗,FPS
U0956,女,成都,职场新人,历史考据,FPS
U0957,女,上海,职场新人,二次元,动漫
U0958,男,武汉,大学生,硬核技术,RPG
U0959,男,上海,全职家长,国风文化,模拟建造
U0960,男,北京,自由职业者,竞技对抗,FPS
U0961,保密,西安,资深极客,硬核技术,RPG
U0962,男,上海,大学生,萌系治愈,动漫
U0963,保密,西安,职场新人,国风文化,动漫
U0964,女,广东,中学生,萌系治愈,2.5D游戏
U0965,男,西安,中学生,竞技对抗,RPG
U0966,女,杭州,自由职业者,二次元,FPS
U0967,保密,杭州,大学生,赛博朋克,类魂
U0968,男,成都,自由职业者,赛博朋克,肉鸽
U0969,保密,上海,资深极客,历史考据,动漫
U0970,女,西安,中学生,历史考据,FPS
U0971,女,上海,大学生,二次元,动漫
U0972,女,武汉,职场新人,竞技对抗,动漫
U0973,女,成都,资深极客,赛博朋克,肉鸽
U0974,保密,杭州,全职家长,竞技对抗,动漫
U0975,保密,上海,资深极客,硬核技术,模拟建造
U0976,男,北京,大学生,萌系治愈,动漫
U0977,保密,武汉,全职家长,竞技对抗,RPG
U0978,男,西安,资深极客,历史考据,模拟建造
U0979,女,北京,大学生,硬核技术,类魂
U0980,女,上海,大学生,二次元,动漫
U0981,女,上海,自由职业者,二次元,类魂
U0982,保密,广东,资深极客,历史考据,动漫
U0983,男,上海,资深极客,萌系治愈,模拟建造
U0984,男,上海,大学生,二次元,动漫
U0985,女,广东,大学生,萌系治愈,动漫
U0986,男,成都,自由职业者,硬核技术,FPS
U0987,女,上海,大学生,二次元,动漫
U0988,女,成都,中学生,竞技对抗,FPS
U0989,保密,北京,全职家长,竞技对抗,FPS
U0990,男,杭州,全职家长,国风文化,类魂
U0991,男,杭州,资深极客,历史考据,2.5D游戏
U0992,保密,武汉,资深极客,历史考据,2.5D游戏
U0993,女,广东,职场新人,国风文化,FPS
U0994,保密,成都,大学生,硬核技术,动漫
U0995,女,成都,大学生,竞技对抗,RPG
U0996,女,成都,自由职业者,历史考据,FPS
U0997,男,上海,大学生,萌系治愈,动漫
U0998,男,广东,大学生,萌系治愈,动漫
U0999,保密,杭州,大学生,硬核技术,模拟建造
